TransactionId,CustomerId,TransactionDate
1247,1,2011-09-17
1248,1,2011-09-17
1249,4,2011-09-17
1250,1,2011-09-17
1251,3,2011-09-18
1252,6,2011-09-18
1253,1,2011-09-19
1254,1,2011-09-19
1255,5,2011-09-21
1256,6,2011-09-21
1257,4,2011-09-21
1258,4,2011-09-22
1259,6,2011-09-22
1260,6,2011-09-22
1261,1,2011-09-23
1262,1,2011-09-24
1263,1,2011-09-24
1264,7,2011-09-26
1265,2,2011-09-27
1266,3,2011-09-27
1267,7,2011-09-27
1268,3,2011-09-28
1269,1,2011-09-29
1270,3,2011-09-29
1271,1,2011-09-30
1272,2,2011-10-01
1273,5,2011-10-01
1274,4,2011-10-02
1275,7,2011-10-02
1276,5,2011-10-03
1277,1,2011-10-04
1278,5,2011-10-04
1279,6,2011-10-05
1280,4,2011-10-05
1281,7,2011-10-06
1282,1,2011-10-07
1283,2,2011-10-07
1284,1,2011-10-08
1285,7,2011-10-08
1286,4,2011-10-08
1287,1,2011-10-09
1288,7,2011-10-09
1289,7,2011-10-09
1290,3,2011-10-09
1291,5,2011-10-10
1292,7,2011-10-10
1293,4,2011-10-12
1294,1,2011-10-12
1295,6,2011-10-13
1296,6,2011-10-13
1297,1,2011-10-13
1298,5,2011-10-14
1299,1,2011-10-14
1300,3,2011-10-14
1301,5,2011-10-14
1302,2,2011-10-15
1303,2,2011-10-16
1304,1,2011-10-16
1305,5,2011-10-16
1306,6,2011-10-16
1307,7,2011-10-16
1308,1,2011-10-17
1309,2,2011-10-17
1310,1,2011-10-17
1311,2,2011-10-18
1312,6,2011-10-19
1313,7,2011-10-19
1314,3,2011-10-19
1315,2,2011-10-19
1316,5,2011-10-20
1317,1,2011-10-20
1318,6,2011-10-21
1319,2,2011-10-22
1320,3,2011-10-22
1321,3,2011-10-22
1322,2,2011-10-22
1323,3,2011-10-23
1324,6,2011-10-23
1325,2,2011-10-23
1326,5,2011-10-24
1327,2,2011-10-24
1328,2,2011-10-24
1329,5,2011-10-25
1330,2,2011-10-26
1331,6,2011-10-27
1332,5,2011-10-27
1333,1,2011-10-27
1334,5,2011-10-27
1335,5,2011-10-29
1336,2,2011-10-30
1337,1,2011-10-30
1338,7,2011-10-30
1339,4,2011-11-01
1340,7,2011-11-01
1341,2,2011-11-02
1342,1,2011-11-02
1343,5,2011-11-02
1344,3,2011-11-03
1345,3,2011-11-03
1346,6,2011-11-04
1347,3,2011-11-06
1348,6,2011-11-06
1349,6,2011-11-07
1350,2,2011-11-07
1351,3,2011-11-08
1352,3,2011-11-08
1353,6,2011-11-09
1354,6,2011-11-09
1355,2,2011-11-09
1356,6,2011-11-09
1357,1,2011-11-09
1358,5,2011-11-10
1359,6,2011-11-10
1360,2,2011-11-10
1361,2,2011-11-10
1362,7,2011-11-11
1363,2,2011-11-13
1364,6,2011-11-15
1365,7,2011-11-15
1366,2,2011-11-16
1367,2,2011-11-16
1368,1,2011-11-17
1369,7,2011-11-17
1370,6,2011-11-18
1371,6,2011-11-18
1372,7,2011-11-19
1373,1,2011-11-19
1374,3,2011-11-19
1375,4,2011-11-20
1376,6,2011-11-20
1377,4,2011-11-20
1378,5,2011-11-20
1379,2,2011-11-20
1380,6,2011-11-21
1381,1,2011-11-22
1382,2,2011-11-22
1383,7,2011-11-23
1384,6,2011-11-23
1385,1,2011-11-23
1386,5,2011-11-24
1387,1,2011-11-24
1388,7,2011-11-25
1389,4,2011-11-26
1390,3,2011-11-26
1391,4,2011-11-27
1392,5,2011-11-27
1393,6,2011-11-28
1394,4,2011-11-28
1395,4,2011-11-29
1396,3,2011-11-29
1397,7,2011-11-30
1398,3,2011-12-01
1399,5,2011-12-02
1400,4,2011-12-02
1401,5,2011-12-02
1402,7,2011-12-03
1403,5,2011-12-03
1404,3,2011-12-03
1405,6,2011-12-04
1406,7,2011-12-04
1407,7,2011-12-05
1408,4,2011-12-06
1409,1,2011-12-06
1410,7,2011-12-07
1411,1,2011-12-08
1412,7,2011-12-08
1413,3,2011-12-09
1414,1,2011-12-10
1415,3,2011-12-11
1416,5,2011-12-11
1417,5,2011-12-12
1418,6,2011-12-12
1419,6,2011-12-14
1420,6,2011-12-15
1421,7,2011-12-15
1422,3,2011-12-16
1423,1,2011-12-16
1424,2,2011-12-16
1425,2,2011-12-16
1426,6,2011-12-17
1427,4,2011-12-18
1428,1,2011-12-20
1429,6,2011-12-21
1430,3,2011-12-22
1431,1,2011-12-23
1432,4,2011-12-24
1433,6,2011-12-24
1434,1,2011-12-25
1435,3,2011-12-26
1436,1,2011-12-26
1437,6,2011-12-27
1438,7,2011-12-27
1439,7,2011-12-27
1440,5,2011-12-27
1441,4,2011-12-28
1442,2,2011-12-28
1443,4,2011-12-28
1444,7,2011-12-28
1445,6,2011-12-29
1446,2,2011-12-29
1447,5,2011-12-29
1448,6,2011-12-29
1449,4,2011-12-29
1450,5,2011-12-29
1451,6,2011-12-29
1452,1,2011-12-31
1453,4,2011-12-31
1454,6,2012-01-01
1455,4,2012-01-01
1456,5,2012-01-02
1457,6,2012-01-02
1458,2,2012-01-02
1459,2,2012-01-02
1460,2,2012-01-03
1461,1,2012-01-03
1462,3,2012-01-03
1463,7,2012-01-04
1464,6,2012-01-04
1465,5,2012-01-04
1466,5,2012-01-05
1467,3,2012-01-05
1468,7,2012-01-05
1469,6,2012-01-05
1470,4,2012-01-05
1471,7,2012-01-07
1472,6,2012-01-07
1473,5,2012-01-08
1474,5,2012-01-08
1475,3,2012-01-08
1476,6,2012-01-08
1477,7,2012-01-11
1478,3,2012-01-11
1479,7,2012-01-11
1480,3,2012-01-11
1481,5,2012-01-12
1482,3,2012-01-13
1483,7,2012-01-13
1484,2,2012-01-14
1485,6,2012-01-14
1486,3,2012-01-14
1487,7,2012-01-15
1488,3,2012-01-15
1489,3,2012-01-15
1490,1,2012-01-16
1491,7,2012-01-19
1492,7,2012-01-22
1493,1,2012-01-23
1494,6,2012-01-23
1495,1,2012-01-23
1496,6,2012-01-24
1497,6,2012-01-24
1498,2,2012-01-24
1499,4,2012-01-24
1500,5,2012-01-24
1501,2,2012-01-24
1502,2,2012-01-25
1503,7,2012-01-25
1504,1,2012-01-26
1505,3,2012-01-27
1506,4,2012-01-27
1507,5,2012-01-28
1508,7,2012-01-29
1509,5,2012-01-29
1510,5,2012-01-30
1511,4,2012-01-31
1512,1,2012-01-31
1513,1,2012-01-31
1514,6,2012-01-31
1515,6,2012-01-31
1516,1,2012-02-01
1517,3,2012-02-01
1518,6,2012-02-02
1519,7,2012-02-05
1520,5,2012-02-05
1521,2,2012-02-06
1522,6,2012-02-06
1523,4,2012-02-07
1524,3,2012-02-07
1525,7,2012-02-07
1526,2,2012-02-07
1527,4,2012-02-07
1528,6,2012-02-08
1529,7,2012-02-08
1530,3,2012-02-08
1531,6,2012-02-08
1532,1,2012-02-09
1533,7,2012-02-09
1534,2,2012-02-10
1535,5,2012-02-10
1536,5,2012-02-10
1537,5,2012-02-11
1538,7,2012-02-11
1539,6,2012-02-13
1540,6,2012-02-13
1541,5,2012-02-13
1542,4,2012-02-14
1543,2,2012-02-14
1544,6,2012-02-14
1545,7,2012-02-14
1546,5,2012-02-15
1547,2,2012-02-15
1548,3,2012-02-16
1549,2,2012-02-17
1550,3,2012-02-17
1551,3,2012-02-18
1552,1,2012-02-18
1553,4,2012-02-21
1554,5,2012-02-22
1555,7,2012-02-22
1556,1,2012-02-22
1557,3,2012-02-22
1558,6,2012-02-23
1559,6,2012-02-23
1560,1,2012-02-23
1561,1,2012-02-23
1562,3,2012-02-24
1563,5,2012-02-24
1564,2,2012-02-24
1565,3,2012-02-25
1566,7,2012-02-25
1567,6,2012-02-26
1568,4,2012-02-27
1569,4,2012-02-28
1570,5,2012-02-28
1571,6,2012-02-29
1572,6,2012-02-29
1573,4,2012-03-01
1574,7,2012-03-02
1575,3,2012-03-02
1576,4,2012-03-03
1577,1,2012-03-03
1578,3,2012-03-04
1579,4,2012-03-04
1580,4,2012-03-04
1581,1,2012-03-04
1582,2,2012-03-05
1583,1,2012-03-05
1584,6,2012-03-05
1585,2,2012-03-07
1586,6,2012-03-07
1587,2,2012-03-08
1588,7,2012-03-09
1589,5,2012-03-09
1590,6,2012-03-09
1591,2,2012-03-09
1592,5,2012-03-09
1593,1,2012-03-10
1594,2,2012-03-10
1595,2,2012-03-10
1596,7,2012-03-11
1597,7,2012-03-11
1598,5,2012-03-11
1599,3,2012-03-12
1600,5,2012-03-12
1601,7,2012-03-12
1602,7,2012-03-12
1603,4,2012-03-12
1604,1,2012-03-13
1605,2,2012-03-13
1606,7,2012-03-13
1607,7,2012-03-13
1608,5,2012-03-14
1609,3,2012-03-14
1610,1,2012-03-14
1611,7,2012-03-15
1612,3,2012-03-16
1613,1,2012-03-16
1614,3,2012-03-16
1615,6,2012-03-16
1616,2,2012-03-17
1617,6,2012-03-17
1618,6,2012-03-17
1619,5,2012-03-19
1620,7,2012-03-19
1621,2,2012-03-19
1622,1,2012-03-19
1623,7,2012-03-20
1624,4,2012-03-21
1625,2,2012-03-21
1626,7,2012-03-22
1627,2,2012-03-22
1628,4,2012-03-22
1629,6,2012-03-23
1630,1,2012-03-23
1631,5,2012-03-24
1632,3,2012-03-24
1633,3,2012-03-25
1634,5,2012-03-25
1635,7,2012-03-25
1636,7,2012-03-25
1637,6,2012-03-26
1638,2,2012-03-26
1639,1,2012-03-26
1640,5,2012-03-26
1641,1,2012-03-27
1642,6,2012-03-27
1643,5,2012-03-27
1644,1,2012-03-28
1645,3,2012-03-28
1646,2,2012-03-29
1647,1,2012-03-29
1648,2,2012-03-29
1649,1,2012-03-30
1650,1,2012-03-30
1651,4,2012-03-31
1652,4,2012-03-31
1653,4,2012-03-31
1654,7,2012-04-01
1655,1,2012-04-01
1656,3,2012-04-01
1657,1,2012-04-02
1658,7,2012-04-02
1659,2,2012-04-03
1660,5,2012-04-03
1661,7,2012-04-04
1662,2,2012-04-04
1663,2,2012-04-05
1664,7,2012-04-05
1665,2,2012-04-06
1666,4,2012-04-06
1667,1,2012-04-06
1668,2,2012-04-06
1669,4,2012-04-06
1670,6,2012-04-07
1671,6,2012-04-07
1672,1,2012-04-07
1673,4,2012-04-07
1674,3,2012-04-08
1675,1,2012-04-09
1676,4,2012-04-10
1677,5,2012-04-11
1678,6,2012-04-11
1679,2,2012-04-12
1680,2,2012-04-12
1681,3,2012-04-13
1682,6,2012-04-13
1683,6,2012-04-13
1684,1,2012-04-14
1685,4,2012-04-14
1686,4,2012-04-15
1687,6,2012-04-15
1688,5,2012-04-16
1689,6,2012-04-16
1690,5,2012-04-17
1691,6,2012-04-18
1692,6,2012-04-18
1693,3,2012-04-18
1694,7,2012-04-19
1695,6,2012-04-19
1696,3,2012-04-19
1697,7,2012-04-20
1698,6,2012-04-20
1699,5,2012-04-21
1700,2,2012-04-21
1701,2,2012-04-22
1702,1,2012-04-22
1703,6,2012-04-22
1704,4,2012-04-22
1705,6,2012-04-22
1706,1,2012-04-23
1707,2,2012-04-23
1708,2,2012-04-23
1709,3,2012-04-23
1710,6,2012-04-23
1711,2,2012-04-24
1712,2,2012-04-24
1713,6,2012-04-24
1714,1,2012-04-25
1715,4,2012-04-25
1716,5,2012-04-26
1717,2,2012-04-26
1718,4,2012-04-26
1719,3,2012-04-26
1720,1,2012-04-27
1721,2,2012-04-29
1722,1,2012-04-29
1723,2,2012-04-30
1724,5,2012-04-30
1725,1,2012-04-30
1726,1,2012-05-01
1727,4,2012-05-01
1728,2,2012-05-01
1729,2,2012-05-02
1730,7,2012-05-02
1731,2,2012-05-02
1732,5,2012-05-02
1733,2,2012-05-02
1734,2,2012-05-03
1735,7,2012-05-03
1736,7,2012-05-04
1737,3,2012-05-04
1738,3,2012-05-05
1739,1,2012-05-05
1740,6,2012-05-05
1741,4,2012-05-06
1742,3,2012-05-06
1743,5,2012-05-07
1744,7,2012-05-08
1745,2,2012-05-08
1746,4,2012-05-09
1747,2,2012-05-09
1748,1,2012-05-09
1749,7,2012-05-09
1750,5,2012-05-10
1751,7,2012-05-10
1752,3,2012-05-10
1753,1,2012-05-10
1754,6,2012-05-11
1755,1,2012-05-12
1756,4,2012-05-12
1757,2,2012-05-12
1758,6,2012-05-15
1759,6,2012-05-15
1760,5,2012-05-16
1761,3,2012-05-16
1762,2,2012-05-17
1763,3,2012-05-17
1764,2,2012-05-18
1765,6,2012-05-18
1766,1,2012-05-18
1767,1,2012-05-18
1768,1,2012-05-19
1769,5,2012-05-19
1770,5,2012-05-20
1771,2,2012-05-20
1772,2,2012-05-20
1773,4,2012-05-20
1774,3,2012-05-20
1775,5,2012-05-21
1776,7,2012-05-23
1777,7,2012-05-23
1778,1,2012-05-24
1779,3,2012-05-24
1780,2,2012-05-25
1781,7,2012-05-25
1782,6,2012-05-25
1783,3,2012-05-26
1784,3,2012-05-27
1785,2,2012-05-27
1786,1,2012-05-28
1787,7,2012-05-29
1788,2,2012-05-30
1789,3,2012-05-30
1790,5,2012-05-31
1791,3,2012-05-31
1792,1,2012-06-01
1793,7,2012-06-03
1794,1,2012-06-03
1795,5,2012-06-03
1796,2,2012-06-04
1797,3,2012-06-04
1798,5,2012-06-05
1799,4,2012-06-05
1800,4,2012-06-05
1801,7,2012-06-05
1802,6,2012-06-05
1803,5,2012-06-05
1804,4,2012-06-05
1805,5,2012-06-06
1806,3,2012-06-06
1807,1,2012-06-07
1808,4,2012-06-07
1809,7,2012-06-08
1810,1,2012-06-08
1811,6,2012-06-09
1812,2,2012-06-09
1813,6,2012-06-09
1814,6,2012-06-09
1815,2,2012-06-10
1816,4,2012-06-10
1817,5,2012-06-10
1818,4,2012-06-10
1819,3,2012-06-12
1820,7,2012-06-13
1821,5,2012-06-13
1822,5,2012-06-13
1823,1,2012-06-13
1824,5,2012-06-14
1825,6,2012-06-14
1826,5,2012-06-15
1827,2,2012-06-15
1828,1,2012-06-15
1829,4,2012-06-15
1830,1,2012-06-15
1831,1,2012-06-17
1832,4,2012-06-17
1833,5,2012-06-17
1834,6,2012-06-17
1835,3,2012-06-18
1836,1,2012-06-18
1837,5,2012-06-18
1838,7,2012-06-19
1839,3,2012-06-20
1840,4,2012-06-20
1841,3,2012-06-20
1842,1,2012-06-21
1843,1,2012-06-23
1844,7,2012-06-24
1845,6,2012-06-24
1846,6,2012-06-24
1847,7,2012-06-25
1848,4,2012-06-25
1849,1,2012-06-25
1850,6,2012-06-25
1851,4,2012-06-27
1852,6,2012-06-27
1853,2,2012-06-28
1854,6,2012-06-29
1855,4,2012-06-29
1856,6,2012-06-30
1857,2,2012-06-30
1858,1,2012-06-30
1859,1,2012-06-30
1860,1,2012-06-30
1861,2,2012-07-01
1862,7,2012-07-02
1863,6,2012-07-02
1864,1,2012-07-02
1865,6,2012-07-04
1866,1,2012-07-05
1867,2,2012-07-05
1868,1,2012-07-05
1869,5,2012-07-06
1870,3,2012-07-07
1871,4,2012-07-07
1872,3,2012-07-08
1873,3,2012-07-08
1874,1,2012-07-09
1875,4,2012-07-10
1876,3,2012-07-10
1877,5,2012-07-10
1878,5,2012-07-11
1879,6,2012-07-11
1880,2,2012-07-11
1881,5,2012-07-12
1882,1,2012-07-12
1883,3,2012-07-12
1884,1,2012-07-12
1885,5,2012-07-13
1886,4,2012-07-13
1887,7,2012-07-13
1888,6,2012-07-16
1889,7,2012-07-16
1890,2,2012-07-16
1891,6,2012-07-17
1892,1,2012-07-17
1893,6,2012-07-18
1894,6,2012-07-18
1895,1,2012-07-18
1896,5,2012-07-19
1897,5,2012-07-19
1898,6,2012-07-19
1899,4,2012-07-19
1900,5,2012-07-19
1901,2,2012-07-19
1902,1,2012-07-19
1903,6,2012-07-20
1904,5,2012-07-21
1905,7,2012-07-21
1906,5,2012-07-21
1907,4,2012-07-21
1908,1,2012-07-22
1909,5,2012-07-22
1910,2,2012-07-25
1911,7,2012-07-25
1912,7,2012-07-26
1913,7,2012-07-27
1914,4,2012-07-27
1915,6,2012-07-27
1916,2,2012-07-28
1917,5,2012-07-28
1918,5,2012-07-29
1919,5,2012-07-29
1920,7,2012-07-29
1921,4,2012-07-29
1922,5,2012-07-29
1923,3,2012-07-30
1924,4,2012-07-30
1925,4,2012-08-01
1926,3,2012-08-02
1927,3,2012-08-03
1928,3,2012-08-03
1929,7,2012-08-03
1930,1,2012-08-05
1931,7,2012-08-06
1932,7,2012-08-07
1933,6,2012-08-08
1934,6,2012-08-08
1935,5,2012-08-08
1936,4,2012-08-09
1937,6,2012-08-09
1938,5,2012-08-09
1939,2,2012-08-10
1940,7,2012-08-10
1941,3,2012-08-10
1942,4,2012-08-11
1943,6,2012-08-12
1944,7,2012-08-13
1945,4,2012-08-15
1946,7,2012-08-15
1947,6,2012-08-15
1948,5,2012-08-15
1949,4,2012-08-16
1950,2,2012-08-17
1951,6,2012-08-17
1952,3,2012-08-18
1953,2,2012-08-18
1954,1,2012-08-19
1955,4,2012-08-19
1956,7,2012-08-20
1957,2,2012-08-22
1958,3,2012-08-23
1959,3,2012-08-24
1960,2,2012-08-25
1961,1,2012-08-26
1962,3,2012-08-26
1963,5,2012-08-27
1964,3,2012-08-27
1965,6,2012-08-28
1966,3,2012-08-28
1967,5,2012-08-28
1968,7,2012-08-29
1969,3,2012-08-29
1970,6,2012-08-31
1971,1,2012-08-31
1972,6,2012-09-01
1973,7,2012-09-02
1974,4,2012-09-02
1975,5,2012-09-02
1976,1,2012-09-02
1977,7,2012-09-03
1978,2,2012-09-04
1979,1,2012-09-05
1980,7,2012-09-05
1981,3,2012-09-05
1982,1,2012-09-05
1983,2,2012-09-06
1984,2,2012-09-07
1985,3,2012-09-07
1986,1,2012-09-07
1987,5,2012-09-07
1988,1,2012-09-09
1989,1,2012-09-10
1990,2,2012-09-11
1991,5,2012-09-11
1992,1,2012-09-12
1993,5,2012-09-12
1994,5,2012-09-13
1995,2,2012-09-13
1996,4,2012-09-13
1997,6,2012-09-13
1998,7,2012-09-14
1999,7,2012-09-14
2000,4,2012-09-15
2001,2,2012-09-15
2002,5,2012-09-16
2003,6,2012-09-16
2004,6,2012-09-18
2005,1,2012-09-19
2006,6,2012-09-19
2007,5,2012-09-19
2008,6,2012-09-19
2009,1,2012-09-19
2010,1,2012-09-19
2011,1,2012-09-20
2012,1,2012-09-20
2013,7,2012-09-22
2014,4,2012-09-23
2015,2,2012-09-24
2016,3,2012-09-25
2017,6,2012-09-25
2018,2,2012-09-26
2019,2,2012-09-26
2020,4,2012-09-26
2021,2,2012-09-28
2022,4,2012-09-28
2023,6,2012-09-28
2024,2,2012-09-28
2025,1,2012-09-28
2026,2,2012-09-28
2027,1,2012-09-28
2028,1,2012-09-29
2029,4,2012-09-30
2030,5,2012-10-01
2031,1,2012-10-01
2032,1,2012-10-03
2033,5,2012-10-03
2034,6,2012-10-04
2035,3,2012-10-04
2036,6,2012-10-05
2037,4,2012-10-05
2038,3,2012-10-05
2039,3,2012-10-06
2040,1,2012-10-06
2041,7,2012-10-06
2042,6,2012-10-06
2043,5,2012-10-06
2044,5,2012-10-07
2045,1,2012-10-08
2046,5,2012-10-08
2047,5,2012-10-09
2048,6,2012-10-10
2049,5,2012-10-10
2050,1,2012-10-11
2051,3,2012-10-11
2052,3,2012-10-11
2053,2,2012-10-13
2054,5,2012-10-14
2055,4,2012-10-15
2056,6,2012-10-15
2057,3,2012-10-16
2058,3,2012-10-16
2059,2,2012-10-17
2060,7,2012-10-17
2061,5,2012-10-17
2062,2,2012-10-18
2063,5,2012-10-18
2064,6,2012-10-19
2065,4,2012-10-19
2066,1,2012-10-20
2067,2,2012-10-21
2068,7,2012-10-21
2069,6,2012-10-22
2070,1,2012-10-22
2071,3,2012-10-22
2072,4,2012-10-22
2073,6,2012-10-22
2074,1,2012-10-22
2075,3,2012-10-22
2076,7,2012-10-24
2077,2,2012-10-24
2078,5,2012-10-25
2079,2,2012-10-25
2080,7,2012-10-25
2081,1,2012-10-25
2082,1,2012-10-27
2083,5,2012-10-27
2084,5,2012-10-28
2085,1,2012-10-30
2086,4,2012-10-30
2087,5,2012-10-30
2088,3,2012-10-31
2089,2,2012-10-31
2090,1,2012-10-31
2091,7,2012-10-31
2092,1,2012-10-31
2093,5,2012-10-31
2094,4,2012-10-31
2095,4,2012-10-31
2096,2,2012-10-31
2097,7,2012-11-01
2098,2,2012-11-01
2099,5,2012-11-01
2100,1,2012-11-01
2101,4,2012-11-04
2102,7,2012-11-04
2103,5,2012-11-04
2104,1,2012-11-04
2105,3,2012-11-05
2106,2,2012-11-05
2107,7,2012-11-05
2108,1,2012-11-06
2109,6,2012-11-06
2110,5,2012-11-06
2111,4,2012-11-07
2112,6,2012-11-08
2113,3,2012-11-08
2114,4,2012-11-08
2115,5,2012-11-09
2116,3,2012-11-10
2117,3,2012-11-11
2118,4,2012-11-12
2119,1,2012-11-12
2120,5,2012-11-12
2121,7,2012-11-13
2122,7,2012-11-13
2123,4,2012-11-14
2124,7,2012-11-14
2125,5,2012-11-15
2126,5,2012-11-15
2127,1,2012-11-15
2128,2,2012-11-15
2129,3,2012-11-16
2130,2,2012-11-17
2131,2,2012-11-17
2132,7,2012-11-18
2133,3,2012-11-18
2134,1,2012-11-18
2135,3,2012-11-20
2136,1,2012-11-21
2137,4,2012-11-21
2138,2,2012-11-22
2139,4,2012-11-22
2140,5,2012-11-23
2141,2,2012-11-24
2142,3,2012-11-24
2143,2,2012-11-24
2144,1,2012-11-24
2145,1,2012-11-25
2146,7,2012-11-25
2147,1,2012-11-26
2148,1,2012-11-27
2149,6,2012-11-27
2150,5,2012-11-27
2151,6,2012-11-27
2152,2,2012-11-28
2153,6,2012-11-28
2154,7,2012-11-29
2155,4,2012-11-29
2156,3,2012-11-30
2157,3,2012-11-30
2158,1,2012-11-30
2159,1,2012-12-01
2160,3,2012-12-02
2161,5,2012-12-02
2162,7,2012-12-02
2163,7,2012-12-04
2164,1,2012-12-05
2165,1,2012-12-05
2166,3,2012-12-05
2167,6,2012-12-06
2168,5,2012-12-06
2169,3,2012-12-06
2170,2,2012-12-06
2171,6,2012-12-07
2172,6,2012-12-07
2173,3,2012-12-07
2174,2,2012-12-08
2175,3,2012-12-09
2176,7,2012-12-10
2177,4,2012-12-11
2178,6,2012-12-11
2179,7,2012-12-12
2180,6,2012-12-13
2181,4,2012-12-13
2182,3,2012-12-13
2183,1,2012-12-14
2184,3,2012-12-14
2185,1,2012-12-14
2186,4,2012-12-16
2187,3,2012-12-17
2188,2,2012-12-19
2189,1,2012-12-20
2190,6,2012-12-20
2191,3,2012-12-20
2192,6,2012-12-21
2193,6,2012-12-22
2194,7,2012-12-23
2195,2,2012-12-23
2196,6,2012-12-24
2197,5,2012-12-25
2198,5,2012-12-25
2199,2,2012-12-26
2200,4,2012-12-27
2201,7,2012-12-27
2202,2,2012-12-29
2203,5,2012-12-30
2204,4,2012-12-30
2205,7,2012-12-30
2206,6,2012-12-31
2207,4,2013-01-01
2208,2,2013-01-01
2209,3,2013-01-02
2210,5,2013-01-02
2211,5,2013-01-02
2212,4,2013-01-03
2213,3,2013-01-04
2214,7,2013-01-04
2215,2,2013-01-05
2216,7,2013-01-05
2217,4,2013-01-06
2218,6,2013-01-07
2219,5,2013-01-07
2220,1,2013-01-07
2221,2,2013-01-07
2222,7,2013-01-07
2223,7,2013-01-08
2224,5,2013-01-09
2225,1,2013-01-09
2226,5,2013-01-09
2227,5,2013-01-09
2228,7,2013-01-10
2229,6,2013-01-11
2230,7,2013-01-12
2231,1,2013-01-13
2232,7,2013-01-13
2233,3,2013-01-13
2234,5,2013-01-13
2235,4,2013-01-13
2236,5,2013-01-14
2237,6,2013-01-15
2238,7,2013-01-15
2239,4,2013-01-16
2240,6,2013-01-16
2241,4,2013-01-17
2242,3,2013-01-17
2243,3,2013-01-18
2244,5,2013-01-18
2245,1,2013-01-19
2246,1,2013-01-19
2247,5,2013-01-19
2248,4,2013-01-20
2249,7,2013-01-20
2250,1,2013-01-21
2251,4,2013-01-22
2252,7,2013-01-22
2253,1,2013-01-22
2254,4,2013-01-23
2255,4,2013-01-23
2256,1,2013-01-23
2257,2,2013-01-23
2258,4,2013-01-23
2259,6,2013-01-23
2260,5,2013-01-24
2261,1,2013-01-25
2262,5,2013-01-26
2263,1,2013-01-26
2264,1,2013-01-26
2265,7,2013-01-26
2266,7,2013-01-26
2267,1,2013-01-27
2268,4,2013-01-27
2269,3,2013-01-27
2270,2,2013-01-28
2271,4,2013-01-28
2272,6,2013-01-28
2273,2,2013-01-29
2274,4,2013-01-29
2275,5,2013-01-29
2276,6,2013-01-29
2277,7,2013-01-30
2278,5,2013-01-30
2279,5,2013-02-01
2280,1,2013-02-02
2281,2,2013-02-02
2282,1,2013-02-02
2283,5,2013-02-02
2284,6,2013-02-03
2285,5,2013-02-03
2286,7,2013-02-03
2287,6,2013-02-03
2288,2,2013-02-04
2289,5,2013-02-04
2290,7,2013-02-06
2291,1,2013-02-06
2292,7,2013-02-06
2293,5,2013-02-07
2294,6,2013-02-07
2295,5,2013-02-08
2296,3,2013-02-09
2297,7,2013-02-10
2298,3,2013-02-10
2299,5,2013-02-10
2300,3,2013-02-10
2301,4,2013-02-11
2302,1,2013-02-11
2303,1,2013-02-11
2304,4,2013-02-12
2305,2,2013-02-12
2306,7,2013-02-13
2307,2,2013-02-14
2308,4,2013-02-15
2309,7,2013-02-15
2310,2,2013-02-15
2311,5,2013-02-15
2312,5,2013-02-15
2313,4,2013-02-16
2314,4,2013-02-16
2315,2,2013-02-16
2316,5,2013-02-17
2317,6,2013-02-17
2318,2,2013-02-17
2319,1,2013-02-17
2320,7,2013-02-19
2321,4,2013-02-20
2322,6,2013-02-20
2323,4,2013-02-20
2324,7,2013-02-20
2325,7,2013-02-22
2326,3,2013-02-22
2327,2,2013-02-23
2328,3,2013-02-23
2329,7,2013-02-24
2330,6,2013-02-25
2331,6,2013-02-25
2332,1,2013-02-26
2333,5,2013-02-26
2334,7,2013-02-26
2335,7,2013-02-27
2336,1,2013-02-28
2337,6,2013-02-28
2338,6,2013-02-28
2339,3,2013-03-01
2340,6,2013-03-01
2341,2,2013-03-01
2342,1,2013-03-01
2343,6,2013-03-02
2344,6,2013-03-02
2345,3,2013-03-03
2346,4,2013-03-03
2347,1,2013-03-03
2348,7,2013-03-04
2349,2,2013-03-04
2350,4,2013-03-05
2351,4,2013-03-05
2352,5,2013-03-05
2353,6,2013-03-06
2354,2,2013-03-07
2355,7,2013-03-08
2356,2,2013-03-08
2357,5,2013-03-09
2358,6,2013-03-09
2359,5,2013-03-09
2360,2,2013-03-10
2361,7,2013-03-11
2362,1,2013-03-12
2363,1,2013-03-12
2364,5,2013-03-13
2365,3,2013-03-13
2366,7,2013-03-14
2367,5,2013-03-15
2368,6,2013-03-16
2369,3,2013-03-17
2370,1,2013-03-18
2371,4,2013-03-18
2372,5,2013-03-18
2373,2,2013-03-18
2374,2,2013-03-18
2375,4,2013-03-19
2376,3,2013-03-19
2377,1,2013-03-19
2378,2,2013-03-19
2379,7,2013-03-19
2380,2,2013-03-20
2381,5,2013-03-21
2382,1,2013-03-22
2383,4,2013-03-22
2384,7,2013-03-23
2385,5,2013-03-24
2386,5,2013-03-25
2387,4,2013-03-25
2388,1,2013-03-25
2389,2,2013-03-26
2390,6,2013-03-27
2391,7,2013-03-28
2392,6,2013-03-29
2393,2,2013-03-29
2394,6,2013-03-29
2395,4,2013-03-31
2396,5,2013-03-31
2397,5,2013-04-01
2398,6,2013-04-01
2399,6,2013-04-02
2400,4,2013-04-03
2401,4,2013-04-04
2402,4,2013-04-04
2403,2,2013-04-04
2404,5,2013-04-04
2405,6,2013-04-06
2406,3,2013-04-06
2407,3,2013-04-06
2408,6,2013-04-06
2409,3,2013-04-06
2410,6,2013-04-06
2411,5,2013-04-07
